"user_id","sign_up_date","age","gender","married","has_children","home_country","home_city","total_sessions","avg_session_duration_min","avg_page_clicks","total_bookings","num_cancellations","purchase_rate","cancellation_proportion","avg_flight_discount_perc","avg_hotel_discount_perc","flight_discount_proportion","hotel_discount_proportion","discount_purchase_rate","num_flights_booked","num_hotels_booked","user_id2","succesful_trips","avg_daygap_booking_to_flight","avg_daygap_booking_to_checkin","avg_trip_lenght","successful_flights","successful_hotels","avg_hotel_rooms","avg_hotel_nights","avg_seats_flight","avg_checked_bags","luggage_flight_proportion","luggage_trip_proportion","avg_distance_flown","flights_per_month","round_trips_proportion","avg_room_price_usd","avg_flight_price_usd","avg_price_per_seat","money_spend_hotel","money_spend_flight","usd_per_kilometer_flight","weekend_trip_proportion","season_preference"
"527801","2023-01-13","58","F","true","true","Usa","Modesto","9","1.51","12.00","0","0","0.00","","0.30","0.13","0.11","0.22","0.00","0","0","527801","0","","","","0","0","","","","","","","","","","","","","","","","0.00","Unknown"
"527824","2023-01-13","46","F","true","false","Usa","New York","8","2.08","16.75","5","0","0.63","0.00","","","0.00","0.00","","5","5","527824","5","8.38","8.57","2.20","5","5","1.00","1.40","1.00","0.80","0.60","0.60","2039.10","0.83","1.00","72.40","369.14","369.14","498","1845.71","0.18","0.00","Spring"
"527850","2023-01-13","38","M","true","true","Usa","San Antonio","8","3.00","24.25","5","0","0.63","0.00","0.25","0.13","0.13","0.38","0.75","3","5","527850","5","6.13","5.95","6.00","3","5","1.00","4.60","1.00","0.67","0.67","0.40","2754.14","0.75","1.00","258.80","465.11","465.11","6460.50","1270.280","0.15","0.20","Winter"
"527857","2023-01-13","42","M","true","true","Usa","Winston-Salem","8","1.28","10.25","1","0","0.13","0.00","","0.08","0.00","0.25","0.00","0","1","527857","1","","6.10","","0","1","1.00","14.00","","","","0.00","","","","390.00","","","5460","","","0.00","Summer"
"527886","2023-01-13","46","F","true","false","Usa","Wichita","10","1.12","8.80","3","0","0.30","0.00","0.15","0.05","0.20","0.20","0.50","1","3","527886","3","8.38","14.43","4.00","1","3","1.00","11.67","1.00","1.00","1.00","0.33","2172.59","1.00","1.00","117.00","374.71","374.71","4204.65","374.71","0.17","0.00","Spring"
"527928","2023-01-13","36","M","true","false","Usa","Omaha","8","2.68","21.63","2","0","0.25","0.00","","0.05","0.00","0.13","0.00","2","2","527928","2","7.71","7.87","4.00","2","2","1.50","2.50","1.50","0.50","0.50","0.50","1342.63","1.00","1.00","132.00","449.34","263.32","1236","898.68","0.33","0.00","Spring"
"527944","2023-01-13","37","M","false","false","Usa","San Diego","8","5.85","47.13","4","0","0.50","0.00","0.05","0.18","0.13","0.25","0.33","4","4","527944","4","9.45","9.70","4.25","4","4","1.00","3.25","1.00","0.75","0.50","0.50","3344.93","1.00","1.00","161.25","534.09","534.09","2238","2111.8740","0.16","0.00","Winter"
"527945","2023-01-13","30","F","false","true","Usa","Sacramento","8","1.10","9.00","0","0","0.00","","","","0.00","0.00","","0","0","527945","0","","","","0","0","","","","","","","","","","","","","","","","0.00","Unknown"
"527984","2023-01-13","50","F","false","true","Usa","Winston-Salem","8","1.51","12.00","4","0","0.50","0.00","","0.10","0.00","0.25","0.50","3","4","527984","4","8.98","10.28","3.67","3","4","1.50","3.50","1.67","0.67","0.67","0.50","1189.32","0.60","1.00","159.25","315.72","199.94","2863.10","947.17","0.27","0.00","Spring"
"527987","2023-01-13","52","F","false","true","Canada","Hamilton","9","1.91","15.33","4","0","0.44","0.00","0.25","","0.11","0.00","0.00","4","3","527987","4","8.59","9.24","3.50","4","3","1.00","2.33","1.00","0.75","0.75","0.75","1284.61","1.00","0.50","115.67","177.94","177.94","994","711.77","0.14","0.00","Winter"
"527995","2023-01-13","52","F","true","true","Usa","Nashville","8","2.54","20.63","3","0","0.38","0.00","0.15","0.10","0.13","0.38","0.50","2","2","527995","3","4.78","7.08","3.50","2","2","1.00","2.50","1.00","1.00","1.00","0.67","2452.49","0.67","1.00","138.00","477.75","477.75","699.8","955.49","0.19","0.00","Winter"
"528020","2023-01-13","51","F","true","false","Usa","Laredo","8","2.37","19.25","4","0","0.50","0.00","","","0.00","0.00","","4","4","528020","4","9.66","9.86","6.50","4","4","1.00","5.25","1.00","0.50","0.50","0.50","2222.96","0.80","1.00","189.75","406.69","406.69","3098","1626.77","0.18","0.00","Spring"
"528028","2023-01-13","40","F","true","false","Usa","Long Beach","8","1.52","12.13","4","0","0.50","0.00","0.25","","0.13","0.00","1.00","4","2","528028","4","8.40","9.57","3.75","4","2","1.50","4.50","1.25","0.50","0.50","0.50","2457.34","1.33","1.00","265.00","588.16","408.15","4803","2327.8725","0.24","0.00","Winter"
"528046","2023-01-13","36","F","false","false","Usa","Long Beach","8","1.16","9.38","2","0","0.25","0.00","0.35","","0.13","0.00","1.00","2","1","528046","2","5.09","4.24","5.00","2","1","1.00","4.00","1.50","0.00","0.00","0.00","2999.06","0.40","1.00","149.00","818.49","583.65","596","1308.2005","0.22","0.00","Winter"
"528061","2023-01-13","42","M","false","false","Usa","New York","8","2.39","19.25","3","0","0.38","0.00","0.05","0.05","0.13","0.13","0.50","3","3","528061","3","8.26","8.46","4.67","3","3","1.67","3.67","1.67","0.33","0.33","0.33","2063.09","0.50","1.00","365.00","835.22","368.37","5303.60","2505.66","0.40","0.00","Winter"
"528098","2023-01-13","51","F","true","true","Usa","Santa Ana","9","1.38","11.11","0","0","0.00","","0.10","0.10","0.22","0.11","0.00","0","0","528098","0","","","","0","0","","","","","","","","","","","","","","","","0.00","Unknown"
"528105","2023-01-13","32","F","false","false","Usa","San Jose","8","2.64","21.00","4","0","0.50","0.00","0.15","0.10","0.13","0.13","0.00","3","4","528105","4","8.80","10.81","5.00","3","4","1.00","3.75","1.00","0.67","0.67","0.50","3476.88","0.75","1.00","155.00","646.18","646.18","2347","1938.54","0.19","0.00","Spring"
"528122","2023-01-13","38","F","false","true","Canada","Toronto","8","3.03","24.50","5","0","0.63","0.00","0.13","0.10","0.25","0.13","0.67","5","5","528122","5","6.89","7.04","4.20","5","5","1.20","3.00","1.20","0.60","0.60","0.60","1249.22","0.83","1.00","285.20","241.46","167.55","7155.8","1184.901","0.19","0.00","Winter"
"528137","2023-01-13","69","F","true","false","Usa","Sacramento","8","1.52","12.38","0","0","0.00","","0.15","0.08","0.13","0.38","0.00","0","0","528137","0","","","","0","0","","","","","","","","","","","","","","","","0.00","Unknown"
"528139","2023-01-13","27","F","false","true","Usa","Corpus Christi","8","1.61","12.88","1","0","0.13","0.00","0.13","","0.25","0.00","0.00","0","1","528139","1","","4.74","","0","1","1.00","9.00","","","","0.00","","","","312.00","","","2808","","","0.00","Winter"
"528158","2023-01-13","50","F","true","false","Usa","Columbus","8","1.90","15.38","3","0","0.38","0.00","0.10","0.13","0.13","0.25","0.33","3","1","528158","3","7.60","8.35","4.33","3","1","1.00","3.00","1.00","0.33","0.33","0.33","1819.19","0.60","1.00","131.00","318.92","318.92","373.35","956.75","0.18","0.00","Summer"
"528164","2023-01-13","47","M","true","false","Usa","San Francisco","8","2.49","20.00","6","0","0.75","0.00","0.13","0.15","0.25","0.13","0.67","5","3","528164","6","63.93","7.19","6.40","5","3","1.00","4.00","1.20","0.80","0.60","0.50","2803.03","0.36","1.00","127.00","517.14","499.98","1501","2585.69","0.18","0.00","Spring"
"528179","2023-01-13","33","F","true","true","Usa","Columbus","8","3.25","26.25","2","0","0.25","0.00","0.10","0.15","0.13","0.25","0.00","0","2","528179","2","","7.85","","0","2","1.50","10.50","","","","0.00","","","","178.50","","","3975","","","0.00","Winter"
"528186","2023-01-13","43","F","false","false","Usa","Denver","8","2.27","18.38","4","0","0.50","0.00","0.10","","0.13","0.00","1.00","4","4","528186","4","5.78","5.95","3.75","4","4","1.00","2.00","1.00","0.00","0.00","0.00","1798.46","0.67","1.00","214.50","315.72","315.72","1395","1236.593","0.17","0.00","Winter"
"528193","2023-01-13","40","F","false","false","Usa","New York","8","1.78","14.38","3","0","0.38","0.00","0.05","0.10","0.13","0.25","0.33","3","3","528193","3","7.58","7.81","4.67","3","3","1.00","3.33","1.00","0.33","0.33","0.33","2666.51","0.50","1.00","188.67","446.94","446.94","2268.2","1340.82","0.17","0.00","Winter"
"528216","2023-01-13","51","F","true","true","Usa","Houston","8","3.09","24.88","3","0","0.38","0.00","0.25","0.18","0.13","0.25","0.33","3","3","528216","3","9.54","9.72","3.33","3","3","1.00","2.00","1.00","0.67","0.67","0.67","2007.45","1.00","1.00","114.33","332.91","332.91","630.85","998.72","0.17","0.00","Spring"
"528242","2023-01-13","28","M","true","true","Usa","Indianapolis","9","1.73","14.00","3","0","0.33","0.00","","0.08","0.00","0.22","0.00","3","2","528242","3","6.51","5.59","3.00","3","2","1.00","1.50","1.00","0.67","0.67","0.67","967.29","1.00","1.00","136.50","176.35","176.35","458","529.05","0.18","0.00","Spring"
"528244","2023-01-13","32","F","false","false","Usa","Omaha","8","2.11","17.13","2","0","0.25","0.00","","0.25","0.00","0.13","0.00","2","2","528244","2","9.12","9.27","4.00","2","2","1.00","3.00","1.00","0.50","0.50","0.50","1273.92","1.00","1.00","222.50","232.91","232.91","1335","465.81","0.18","0.00","Spring"
"528248","2023-01-13","32","F","false","false","Usa","Tampa","8","1.75","14.00","3","0","0.38","0.00","","0.05","0.00","0.13","1.00","2","3","528248","3","8.03","7.74","2.00","2","3","1.67","2.33","1.00","1.00","1.00","0.67","2731.73","0.33","0.50","116.67","335.88","335.88","1437.70","671.76","0.12","0.00","Winter"
"528281","2023-01-13","53","F","false","false","Canada","Calgary","8","1.85","14.75","5","0","0.63","0.00","0.10","0.15","0.13","0.13","1.00","3","5","528281","5","6.13","6.88","3.00","3","5","1.60","4.00","1.67","0.33","0.33","0.20","2926.59","1.50","0.67","133.40","634.63","466.28","4442.50","1839.591","0.21","0.00","Winter"
"528322","2023-01-13","50","F","true","false","Canada","Toronto","8","2.56","20.63","4","0","0.50","0.00","0.10","","0.13","0.00","0.00","4","3","528322","4","7.21","7.59","4.50","4","3","1.00","4.00","1.00","0.25","0.25","0.25","1905.39","1.00","1.00","256.00","335.62","335.62","3269","1342.48","0.18","0.00","Spring"
"528330","2023-01-13","47","F","true","true","Canada","Edmonton","8","1.92","15.50","1","0","0.13","0.00","0.08","0.20","0.25","0.13","0.00","1","1","528330","1","6.55","6.75","3.00","1","1","1.00","2.00","1.00","1.00","1.00","1.00","2227.54","1.00","1.00","343.00","372.54","372.54","686","372.54","0.17","0.00","Spring"
"528354","2023-01-13","55","M","true","true","Canada","Windsor","8","3.22","25.88","3","0","0.38","0.00","0.10","0.20","0.13","0.25","0.33","3","3","528354","3","8.08","8.28","4.67","3","3","1.00","3.00","1.00","0.67","0.33","0.33","2206.93","0.50","1.00","98.33","405.36","405.36","786.0","1216.09","0.18","0.00","Summer"
"528372","2023-01-13","25","F","false","true","Usa","San Antonio","8","1.34","10.88","1","0","0.13","0.00","0.10","0.10","0.13","0.13","0.50","0","1","528372","1","","3.09","","0","1","1.00","11.00","","","","0.00","","","","171.00","","","1881","","","0.00","Winter"
"528378","2023-01-13","43","M","false","false","Canada","Calgary","8","0.76","6.13","1","0","0.13","0.00","0.08","0.23","0.25","0.25","0.00","1","1","528378","1","9.37","9.55","6.00","1","1","1.00","4.00","1.00","1.00","1.00","1.00","1942.11","1.00","1.00","94.00","363.06","363.06","376","363.06","0.19","0.00","Winter"
"528379","2023-01-13","50","F","true","true","Usa","New York","8","4.01","32.75","2","0","0.25","0.00","0.10","0.10","0.25","0.13","0.33","2","2","528379","2","5.71","5.96","2.50","2","2","1.00","1.00","1.00","1.00","1.00","1.00","3215.13","1.00","1.00","177.50","562.25","562.25","355","1019.2365","0.16","0.00","Spring"
"528411","2023-01-13","44","F","true","false","Usa","Milwaukee","8","1.79","14.25","4","0","0.50","0.00","0.20","0.18","0.25","0.38","0.20","4","3","528411","4","7.92","8.21","2.75","4","3","1.00","1.33","1.00","1.00","1.00","1.00","960.57","1.00","1.00","304.33","165.09","165.09","1208","635.054","0.17","0.00","Spring"
"528413","2023-01-13","70","F","true","false","Usa","Miami","8","1.13","9.00","0","0","0.00","","","0.10","0.00","0.25","0.00","0","0","528413","0","","","","0","0","","","","","","","","","","","","","","","","0.00","Unknown"
"528417","2023-01-13","52","F","false","false","Usa","Oakland","8","2.76","22.25","2","0","0.25","0.00","0.05","0.15","0.25","0.13","0.33","2","2","528417","2","7.68","7.94","3.50","2","2","1.00","2.00","1.00","0.50","0.50","0.50","3291.40","0.40","1.00","113.50","520.89","520.89","407.20","1041.78","0.16","0.00","Spring"
"528421","2023-01-13","36","F","false","false","Canada","Winnipeg","8","2.14","17.13","7","0","0.88","0.00","0.18","0.10","0.38","0.13","1.00","6","5","528421","7","7.01","9.76","3.67","6","5","1.40","5.20","1.17","0.50","0.50","0.43","1744.72","0.86","1.00","148.80","362.86","310.41","6839","2020.2815","0.19","0.00","Winter"
"528455","2023-01-13","47","F","true","true","Usa","Fresno","9","1.52","12.22","3","0","0.33","0.00","0.15","0.20","0.22","0.22","0.50","3","3","528455","3","8.05","8.31","7.67","3","3","1.00","6.33","1.00","0.67","0.67","0.67","3383.15","0.50","1.00","206.33","592.39","592.39","3531.2","1649.514","0.16","0.00","Winter"
"528461","2023-01-13","26","F","false","false","Usa","Phoenix","8","2.20","17.50","0","0","0.00","","0.15","","0.25","0.00","0.00","0","0","528461","0","","","","0","0","","","","","","","","","","","","","","","","0.00","Unknown"
"528490","2023-01-13","43","M","false","false","Usa","San Diego","9","2.45","20.00","4","0","0.44","0.00","0.08","0.05","0.33","0.11","0.50","4","4","528490","4","7.08","7.32","3.25","4","4","1.25","2.25","1.25","0.25","0.25","0.25","3128.02","0.57","1.00","116.00","688.61","540.48","1348.70","2734.9705","0.22","0.00","Winter"
"528500","2023-01-13","41","F","false","false","Usa","Cincinnati","8","16.82","39.75","1","1","0.13","1.00","0.13","","0.25","0.00","0.00","1","0","528500","0","","","","0","0","","","","","","","","","","","","","","","","0.00","Winter"
"528522","2023-01-13","51","F","true","true","Usa","Richmond","8","1.89","15.13","2","0","0.25","0.00","","0.20","0.00","0.13","0.00","1","2","528522","2","4.47","11.55","14.00","1","2","1.50","7.50","1.00","2.00","1.00","0.50","463.49","1.00","1.00","137.50","88.12","88.12","2216","88.12","0.19","0.00","Spring"
"528528","2023-01-13","17","M","false","false","Usa","Charlotte","8","1.67","13.25","1","0","0.13","0.00","0.10","0.08","0.13","0.25","0.00","1","1","528528","1","4.67","4.80","5.00","1","1","1.00","4.00","1.00","0.00","0.00","0.00","940.13","1.00","1.00","154.00","185.81","185.81","616","185.81","0.20","0.00","Winter"
"528542","2023-01-13","56","F","false","false","Usa","Philadelphia","8","1.65","13.38","3","0","0.38","0.00","0.15","","0.25","0.00","0.00","3","3","528542","3","7.33","7.48","5.33","3","3","1.67","4.00","1.67","1.00","1.00","1.00","1269.31","0.75","1.00","245.67","311.89","196.99","5673","935.68","0.25","0.00","Winter"
"528567","2023-01-13","37","F","false","false","Canada","Hamilton","8","2.31","18.63","6","0","0.75","0.00","","0.10","0.00","0.13","0.00","5","6","528567","6","5.75","5.44","3.60","5","6","1.33","3.33","1.40","0.60","0.60","0.50","1493.68","0.83","1.00","97.83","431.96","287.48","2977","2159.81","0.29","0.00","Spring"
"528580","2023-01-13","48","F","true","false","Usa","New York","9","1.85","14.89","3","0","0.33","0.00","0.10","0.10","0.11","0.11","0.50","2","2","528580","3","8.34","6.34","6.00","2","2","1.50","6.00","1.50","1.00","1.00","0.67","2353.67","0.67","1.00","145.50","810.39","439.84","2473.4","1620.78","0.34","0.00","Winter"
"528612","2023-01-13","39","F","true","true","Usa","Boston","8","1.42","11.50","2","0","0.25","0.00","0.05","","0.38","0.00","0.33","2","2","528612","2","8.36","8.57","2.00","2","2","1.00","1.00","1.00","0.50","0.50","0.50","2445.94","2.00","1.00","186.00","426.65","426.65","372","847.0140","0.17","0.00","Winter"
"528657","2023-01-13","40","F","false","false","Usa","St. Louis","8","2.59","20.63","4","0","0.50","0.00","0.20","","0.13","0.00","0.00","4","4","528657","4","11.32","11.49","5.00","4","4","1.00","3.75","1.00","0.75","0.75","0.75","1674.71","0.67","1.00","284.75","295.53","295.53","4191","1182.13","0.18","0.00","Winter"
"528661","2023-01-13","41","M","false","false","Usa","Corpus Christi","8","2.30","18.38","2","0","0.25","0.00","","0.15","0.00","0.13","0.00","2","2","528661","2","12.69","12.87","4.50","2","2","1.00","2.50","1.00","0.50","0.50","0.50","1781.73","1.00","1.00","143.00","320.69","320.69","674","641.37","0.18","0.00","Spring"
"528683","2023-01-13","51","F","true","false","Usa","Houston","9","2.62","21.22","2","0","0.22","0.00","0.05","0.13","0.11","0.22","0.33","1","2","528683","2","6.20","4.49","9.00","1","2","1.50","8.00","1.00","0.00","0.00","0.00","1674.56","1.00","1.00","211.00","274.63","274.63","3792.0","274.63","0.16","0.00","Winter"
"528688","2023-01-13","34","F","false","false","Usa","New York","8","2.14","17.13","1","0","0.13","0.00","","0.08","0.00","0.25","0.00","0","1","528688","1","","8.18","","0","1","1.00","10.00","","","","0.00","","","","296.00","","","2960","","","0.00","Spring"
"528690","2023-01-13","37","F","true","true","Usa","Chicago","9","1.60","12.89","3","0","0.33","0.00","","","0.00","0.00","","3","3","528690","3","9.03","9.19","3.33","3","3","1.67","2.33","1.67","0.67","0.67","0.67","1465.78","0.60","1.00","124.33","311.17","257.77","1189","933.50","0.21","0.00","Spring"
"528706","2023-01-13","47","F","true","false","Usa","New York","8","1.32","10.63","2","0","0.25","0.00","0.10","0.08","0.13","0.25","0.33","2","2","528706","2","6.27","6.51","1.50","2","2","1.00","1.00","1.00","1.00","1.00","1.00","3131.90","1.00","1.00","77.00","562.74","562.74","154","1084.513","0.17","0.00","Winter"
"528723","2023-01-13","35","F","false","true","Canada","Calgary","8","2.59","21.00","4","0","0.50","0.00","0.20","","0.13","0.00","0.00","3","4","528723","4","7.70","8.23","8.67","3","4","1.50","7.00","1.67","1.00","0.67","0.50","1857.61","0.50","1.00","96.50","575.16","350.25","3910","1725.48","0.31","0.00","Winter"
"528735","2023-01-13","50","F","true","true","Usa","Tulsa","9","2.36","19.00","2","0","0.22","0.00","0.12","","0.33","0.00","0.00","2","2","528735","2","7.37","7.51","4.50","2","2","1.50","3.00","1.50","0.00","0.00","0.00","1187.97","0.33","1.00","221.50","345.77","205.77","1543","691.54","0.29","0.00","Winter"
"528743","2023-01-13","52","F","false","false","Usa","Riverside","8","7.34","18.25","3","1","0.38","0.33","","0.10","0.00","0.13","0.00","3","2","528743","2","6.32","6.60","2.50","2","2","1.00","1.50","1.00","0.50","0.50","0.50","3807.85","1.00","1.00","349.50","700.44","700.44","1248","1400.88","0.18","0.00","Winter"
"528744","2023-01-13","48","M","false","false","Usa","San Francisco","8","1.61","13.00","4","0","0.50","0.00","0.10","0.05","0.13","0.13","1.00","3","4","528744","4","8.41","7.16","2.33","3","4","1.00","2.75","1.00","0.67","0.67","0.50","2749.18","0.43","1.00","164.50","476.12","476.12","2109.05","1428.35","0.17","0.00","Winter"
"528777","2023-01-13","48","F","true","false","Usa","New York","8","1.80","14.50","4","0","0.50","0.00","0.20","","0.13","0.00","1.00","3","4","528777","4","4.80","5.33","2.50","3","4","1.25","3.50","1.33","0.67","0.67","0.50","1232.09","0.75","0.67","184.25","223.61","189.40","4136","649.230","0.18","0.00","Winter"
"528816","2023-01-13","54","F","true","true","Usa","San Antonio","8","2.54","20.50","5","0","0.63","0.00","0.05","0.05","0.13","0.13","0.00","5","5","528816","5","8.07","8.24","7.20","5","5","1.20","6.00","1.20","0.80","0.80","0.80","1639.49","1.00","1.00","285.40","328.14","278.81","14926","1640.69","0.20","0.00","Winter"
"528826","2023-01-13","31","F","false","false","Usa","San Francisco","8","1.74","14.25","2","0","0.25","0.00","0.15","","0.13","0.00","0.00","2","2","528826","2","9.89","10.06","3.50","2","2","1.00","1.50","1.00","0.50","0.50","0.50","1724.96","1.00","1.00","132.50","286.80","286.80","430","573.59","0.17","0.00","Winter"
"528827","2023-01-13","51","F","true","true","Usa","St. Petersburg","8","2.59","20.75","4","0","0.50","0.00","0.23","0.05","0.38","0.13","0.75","3","4","528827","4","6.66","7.03","4.50","3","4","1.00","3.50","1.00","0.33","0.33","0.25","1750.43","0.50","0.67","159.75","277.29","277.29","2027.40","745.7165","0.14","0.00","Summer"
"528828","2023-01-13","42","F","false","false","Usa","San Francisco","8","2.59","21.00","5","0","0.63","0.00","0.20","","0.13","0.00","1.00","4","3","528828","5","6.28","6.94","1.75","4","3","1.33","3.00","1.00","0.75","0.50","0.40","3160.93","1.00","1.00","78.33","561.65","561.65","1535","2107.432","0.17","0.00","Winter"
"528829","2023-01-13","28","F","false","false","Usa","Shreveport","8","1.83","14.75","4","0","0.50","0.00","","0.05","0.00","0.13","0.00","2","4","528829","4","7.11","8.62","5.50","2","4","1.25","7.00","1.00","0.50","0.50","0.25","2304.51","0.50","1.00","194.25","394.87","394.87","8423","789.74","0.17","0.00","Winter"
"528839","2023-01-13","33","F","false","false","Usa","Baltimore","8","17.59","45.75","2","1","0.25","0.50","0.13","0.15","0.25","0.13","0.33","2","1","528839","1","12.22","","3.00","1","0","","","1.00","0.00","0.00","0.00","295.37","1.00","1.00","","53.62","53.62","","53.62","0.18","0.00","Spring"
"528842","2023-01-13","67","M","false","false","Usa","Honolulu","8","1.65","13.25","2","0","0.25","0.00","0.13","0.20","0.38","0.13","0.50","2","1","528842","2","8.50","12.04","2.00","2","1","1.00","1.00","1.00","0.00","0.00","0.00","7053.20","2.00","1.00","167.00","1232.72","1232.72","133.6","2256.702","0.16","0.00","Spring"
"528844","2023-01-13","36","F","false","false","Usa","Houston","9","1.70","13.67","2","0","0.22","0.00","","0.13","0.00","0.22","0.50","2","2","528844","2","8.18","8.38","3.00","2","2","1.50","2.00","1.50","1.00","1.00","1.00","2202.65","0.50","1.00","147.50","666.74","391.28","669.75","1333.47","0.30","0.00","Winter"
"528906","2023-01-13","34","F","false","false","Usa","Portland","8","1.66","13.38","1","0","0.13","0.00","","0.10","0.00","0.13","0.00","1","1","528906","1","6.75","6.85","6.00","1","1","1.00","4.00","1.00","0.00","0.00","0.00","439.88","1.00","1.00","92.00","77.86","77.86","368","77.86","0.18","0.00","Winter"
"528909","2023-01-13","18","F","false","false","Usa","New York","8","1.42","11.50","2","0","0.25","0.00","0.10","","0.13","0.00","0.00","0","2","528909","2","","7.25","","0","2","1.50","11.50","","","","0.00","","","","351.00","","","17120","","","0.00","Spring"
"528929","2023-01-13","48","F","false","true","Usa","St. Petersburg","8","1.97","15.75","2","0","0.25","0.00","0.10","0.15","0.13","0.13","0.50","2","1","528929","2","8.29","7.79","3.50","2","1","1.00","2.00","1.00","0.50","0.50","0.50","2821.53","1.00","1.00","861.00","536.36","536.36","1722","1017.04","0.18","0.00","Winter"
"528930","2023-01-13","50","F","true","true","Usa","Tucson","8","1.14","9.13","2","0","0.25","0.00","0.20","0.15","0.13","0.25","0.33","2","2","528930","2","5.91","6.07","4.00","2","2","1.00","2.00","1.00","0.50","0.50","0.50","1492.04","0.50","1.00","245.50","243.39","243.39","941.50","486.78","0.16","0.50","Summer"
"528936","2023-01-13","24","F","false","true","Usa","Boston","8","1.19","9.63","0","0","0.00","","","","0.00","0.00","","0","0","528936","0","","","","0","0","","","","","","","","","","","","","","","","0.00","Unknown"
"528942","2023-01-13","55","F","true","true","Usa","New York","8","3.81","30.75","6","0","0.75","0.00","0.30","","0.13","0.00","0.00","6","6","528942","6","6.50","6.67","2.80","6","6","1.00","1.67","1.00","0.50","0.50","0.50","1681.93","2.00","0.83","131.00","279.39","279.39","1274","1676.32","0.17","0.00","Winter"
"528953","2023-01-13","52","F","true","false","Canada","Saskatoon","8","17.90","48.50","4","1","0.50","0.25","0.08","0.18","0.25","0.25","0.75","3","4","528953","3","7.73","7.56","6.00","2","3","1.67","10.00","1.00","0.00","0.00","0.00","1829.82","1.00","1.00","147.00","325.36","325.36","8521.70","650.71","0.18","0.00","Spring"
"528965","2023-01-13","31","F","false","false","Usa","Miami","8","1.79","14.50","2","0","0.25","0.00","","0.10","0.00","0.13","0.00","1","2","528965","2","8.74","12.44","6.00","1","2","1.50","13.50","1.00","0.00","0.00","0.00","3762.60","1.00","1.00","72.50","721.67","721.67","2753","721.67","0.19","0.00","Spring"
"528967","2023-01-13","19","F","false","false","Usa","Nashville","8","1.56","12.63","3","0","0.38","0.00","0.18","0.15","0.38","0.25","0.20","2","3","528967","3","7.92","6.57","2.50","2","3","2.00","2.33","2.00","1.00","0.50","0.33","1137.54","0.67","1.00","110.00","414.75","196.53","1372","803.2640","0.35","0.00","Spring"
"528995","2023-01-13","55","M","true","false","Usa","Houston","8","1.82","14.50","3","0","0.38","0.00","0.15","","0.13","0.00","0.00","3","3","528995","3","6.51","6.71","5.00","3","3","1.00","3.67","1.00","0.33","0.33","0.33","2308.21","1.00","1.00","218.33","410.71","410.71","3421","1232.14","0.18","0.00","Winter"
"528999","2023-01-13","45","F","true","false","Canada","Calgary","8","2.00","15.88","3","0","0.38","0.00","0.10","","0.25","0.00","0.50","3","2","528999","3","7.35","9.02","3.67","3","2","1.00","3.50","1.00","0.67","0.67","0.67","2656.48","1.00","1.00","247.50","482.15","482.15","1865","1369.9890","0.17","0.00","Winter"
"529019","2023-01-13","48","F","true","false","Usa","Philadelphia","8","2.56","20.63","5","0","0.63","0.00","0.15","0.13","0.25","0.25","0.25","5","3","529019","5","68.52","108.53","5.20","5","3","1.00","5.67","1.20","1.00","0.80","0.80","4105.51","0.33","1.00","83.33","1239.60","733.82","1665","6098.1085","0.30","0.00","Spring"
"529023","2023-01-13","37","F","true","true","Usa","Honolulu","9","1.02","8.22","2","0","0.22","0.00","0.15","0.05","0.22","0.11","0.00","2","2","529023","2","5.86","6.25","4.00","2","2","1.00","2.50","1.00","0.50","0.50","0.50","5970.26","0.67","1.00","189.50","1090.09","1090.09","883","2180.17","0.18","0.00","Spring"
"529048","2023-01-13","64","F","true","true","Usa","Portland","9","1.48","11.89","1","0","0.11","0.00","0.15","","0.11","0.00","0.00","1","1","529048","1","8.47","8.70","3.00","1","1","1.00","2.00","1.00","0.00","0.00","0.00","2810.88","1.00","1.00","261.00","483.46","483.46","522","483.46","0.17","0.00","Summer"
"529050","2023-01-13","42","F","false","false","Usa","New York","8","2.07","16.63","2","0","0.25","0.00","0.10","0.15","0.25","0.13","0.00","2","2","529050","2","8.71","8.97","5.50","2","2","1.00","4.00","1.00","1.00","1.00","1.00","3220.69","0.50","1.00","167.50","592.60","592.60","1178","1185.19","0.18","0.00","Spring"
"529082","2023-01-13","33","F","false","false","Usa","Austin","8","1.22","9.75","1","0","0.13","0.00","0.10","0.10","0.25","0.13","0.00","1","1","529082","1","5.51","5.72","4.00","1","1","1.00","3.00","1.00","0.00","0.00","0.00","2445.50","1.00","1.00","261.00","470.12","470.12","783","470.12","0.19","0.00","Winter"
"529205","2023-01-14","39","F","false","false","Usa","Fort Worth","8","19.55","56.75","5","1","0.63","0.20","0.10","0.05","0.13","0.13","0.50","5","5","529205","4","8.08","8.25","3.75","4","4","1.00","2.25","1.00","1.00","0.75","0.75","1817.79","0.67","1.00","196.00","335.70","335.70","1627","1330.955","0.18","0.00","Winter"
"529214","2023-01-14","64","F","true","false","Usa","Tucson","8","2.53","20.38","2","0","0.25","0.00","0.10","0.05","0.13","0.13","0.00","2","2","529214","2","7.73","7.99","3.00","2","2","1.00","1.50","1.00","1.00","1.00","1.00","3359.09","1.00","1.00","115.50","609.97","609.97","361","1219.93","0.18","0.00","Spring"
